Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2012-04-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,17.15,1649.2,31.5255,11.42,0.4854266666666666,0.5,Estable
2012-05-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,24.06,1589.04,28.7196,11.64,0.4841064516129031,0.5,Estable
2012-06-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,17.08,1598.76,27.9836,11.49,0.48566,0.5,Estable
2012-07-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,18.93,1594.29,27.4318,11.13,0.4645354838709677,0.5,Estable
2012-08-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,17.47,1630.31,28.8002,11.18,0.4493967741935484,0.5,Estable
2012-09-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,15.73,1744.81,33.6085,11.08,0.4245333333333334,0.5,Estable
2012-10-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,18.6,1746.58,33.1874,11.58,0.4343129032258065,0.5,Estable
2012-11-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,15.87,1721.64,32.7732,11.83,0.4265366666666666,0.5,Estable
2012-12-01,1.528260347218513,0.8076616429695038,2.573234796545302,8.279,8.5,18.02,1684.762,31.8745,11.79,0.4320516129032258,0.5,Estable
2013-01-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,14.28,1671.84782608696,31.06173913043,11.87,0.4101451612903226,0.5,Estable
2013-02-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,15.51,1627.57,30.3288,11.77,0.4257535714285714,0.5,Estable
2013-03-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,12.7,1593.08619047619,28.79095238095,11.87,0.4334290322580645,0.5,Estable
2013-04-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,13.52,1487.85727272727,25.355,12.88,0.4394566666666666,0.5,Estable
2013-05-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,16.3,1414.02695652174,23.03826086957,12.29,0.4331806451612903,0.5,Estable
2013-06-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,16.86,1343.35,21.109,11.92,0.4229133333333333,0.5,Estable
2013-07-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,13.45,1285.51565217391,19.7102173913,11.6,0.4302290322580645,0.5,Estable
2013-08-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,17.01,1351.74181818182,21.89386363636,11.64,0.4263096774193548,0.5,Estable
2013-09-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,16.6,1348.6,22.5638,11.25,0.4291266666666666,0.5,Estable
2013-10-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,13.75,1316.58,21.917,11.37,0.4312967741935484,0.5,Estable
2013-11-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,13.7,1275.86,20.7576,11.42,0.4291766666666666,0.5,Estable
2013-12-01,1.718469613084661,1.0397015469407966,2.291666666666594,7.752,8.5,13.72,1221.5119047619,19.67,11.55,0.4227,0.5,Estable
2014-01-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,18.41,1244.27,19.875,11.59,0.4241903225806452,0.5,Estable
2014-02-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,14.0,1299.58,20.845,11.3,0.4194964285714285,0.5,Estable
2014-03-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,13.88,1336.08,20.716,10.88,0.4149387096774194,0.5,Estable
2014-04-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,13.41,1298.45,19.736,10.73,0.4221866666666666,0.5,Estable
2014-05-01,3.160173514681497,2.3922991188201292,1.451120162932792,6.398,8.5,11.4,1288.74,19.342,10.2,0.4233193548387096,0.5,Estable
