Fecha,tipo_oficial,OIS,Oro,Plata,Gas,VIX,PIB,PIBpc,Inflacion,Desempleo,Rating
2009-01-01,1.6451612903225807,1.6451612903225807,858.69,11.2682,13.89,44.84,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-02-01,1.0,1.0,943.0,13.4125,11.04,46.35,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-03-01,0.6612903225806451,0.6612903225806451,924.273,13.1168,10.9,44.14,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-04-01,0.30833333333333335,0.30833333333333335,890.2,12.4793,8.51,36.5,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-05-01,0.25,0.25,928.645,13.9838,8.09,28.92,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-06-01,0.25,0.25,945.67,14.6543,7.95,26.35,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-07-01,0.25,0.25,934.228,13.3617,6.67,25.92,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-08-01,0.25,0.25,949.375,14.3567,6.92,26.01,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-09-01,0.25,0.25,996.591,16.3895,7.13,25.61,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-10-01,0.25,0.25,1043.159,17.2361,7.6,30.69,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-11-01,0.25,0.25,1127.036,17.8213,7.81,24.51,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2009-12-01,0.25,0.25,1134.724,17.6422,8.01,21.68,2200737008521.8335,34670.78380195024,0.3363686256341461,9.180313253012047,8.09
2010-01-01,0.25,0.25,1117.963,17.749,8.8,24.62,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-02-01,0.25,0.25,1095.413,15.873,8.8,19.5,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-03-01,0.25,0.25,1113.337,17.1061,8.93,17.59,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-04-01,0.25,0.25,1148.688,18.0623,7.52,22.05,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-05-01,0.25,0.25,1205.434,18.4333,7.27,32.07,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-06-01,0.25,0.25,1232.92,18.4548,7.74,34.54,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-07-01,0.25,0.25,1192.966,17.9605,8.04,23.5,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-08-01,0.25,0.25,1215.81,18.3877,8.45,26.05,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-09-01,0.25,0.25,1270.977,20.5498,8.28,23.7,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-10-01,0.25,0.25,1342.024,23.3933,8.29,21.2,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-11-01,0.25,0.25,1369.886,26.5409,8.59,23.54,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2010-12-01,0.25,0.25,1390.553,29.3248,8.74,17.75,2263047173152.33,35449.85592604599,1.389700674190732,9.345927710843373,8.09
2011-01-01,0.25,0.25,1360.46,28.5086,9.61,19.53,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-02-01,0.25,0.25,1374.68,30.7785,9.36,18.35,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-03-01,0.25,0.25,1423.26,35.8135,9.37,17.74,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
2011-04-01,0.4,0.4,1480.89,42.6952,10.36,14.75,2321923172147.28,36445.30699368989,2.382424663879201,9.145590361445782,8.09
