Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2006-11-01,2.784539636507022,1.7981987445630843,3.22594410070404,4.623,9.5,10.91,627.827,12.9311,7.45363636364,5.245666666666667,5.2380645161290325,Estable
2006-12-01,2.784539636507022,1.7981987445630843,3.22594410070404,4.623,9.5,11.56,629.791,13.2786,6.5780952381,5.2380645161290325,5.248387096774193,Estable
2007-01-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,10.42,631.166,12.8413,6.58434782609,5.248387096774193,5.258928571428571,Estable
2007-02-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,15.42,664.745,13.91,7.9725,5.258928571428571,5.256774193548387,Estable
2007-03-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,14.64,654.895,13.1843,7.12318181818,5.256774193548387,5.249666666666667,Estable
2007-04-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,14.22,679.368,13.7233,7.58738095238,5.249666666666667,5.253548387096775,Estable
2007-05-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,13.05,667.31,13.1478,7.61347826087,5.253548387096775,5.254,Estable
2007-06-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,16.23,655.66,13.1443,7.30414285714,5.254,5.258387096774193,Estable
2007-07-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,23.52,665.38,12.9093,6.22090909091,5.258387096774193,5.022258064516129,Baja
2007-08-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,23.38,665.411,12.3343,6.19543478261,5.022258064516129,4.938,Estable
2007-09-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,18.0,712.653,12.8335,6.0965,4.938,4.755483870967741,Baja
2007-10-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,18.53,754.604,13.6704,6.79804347826,4.755483870967741,4.486666666666666,Baja
2007-11-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,22.87,806.248,14.7016,7.13772727273,4.486666666666666,4.244516129032259,Baja
2007-12-01,2.003858297849459,1.0383438213053209,2.852672481501383,4.622,9.5,22.5,803.203,14.3036,7.14976190476,4.244516129032259,3.9403225806451614,Baja
2008-01-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,26.2,889.595,15.9089,8.0,3.9403225806451614,2.9806896551724136,Baja
2008-02-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,26.54,922.298,17.569,8.55,2.9806896551724136,2.6103225806451613,Baja
2008-03-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,25.61,968.434,19.3174,9.40142857143,2.6103225806451613,2.2783333333333333,Baja
2008-04-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,20.79,909.705,17.5,10.13227272727,2.2783333333333333,1.9783870967741932,Baja
2008-05-01,0.1135872498817081,-0.8288881194647657,3.839100296650996,5.784,9.5,17.83,888.663,17.06,11.23045454545,1.9783870967741932,2.001,Estable
