,importancia
delta_tipo_lag1,0.2805342855499288
brecha_taylor,0.13630450067169753
VIX,0.13152545807560054
OIS_taylor,0.09046546510828488
Inflacion,0.08583773259472535
Desempleo,0.07031304323591744
Plata,0.057057169617764726
Oro,0.055996742287570955
Gas,0.052975805262394114
PIBpc_growth,0.016650692118635547
PIB_growth,0.012438025384794042
meses_sin_cambio,0.009901080092686025
