,importancia
delta_tipo_lag1,0.3242124309006037
PIBpc_growth,0.12437848592662427
PIB_growth,0.10900662487827112
OIS_taylor,0.1001930101766493
brecha_taylor,0.07013082429820153
VIX,0.058195258693151314
Inflacion,0.05368095842080583
Desempleo,0.05345817040560742
Plata,0.043607037068310005
Oro,0.036131284556002216
Gas,0.02700591467577346
meses_sin_cambio,0.0
