,importancia
VIX,0.2341400587963704
delta_tipo_lag1,0.23347643337197083
brecha_taylor,0.10769979788415657
PIBpc_growth,0.08363956483735176
Gas,0.07133290974207168
OIS_taylor,0.07128656401706504
PIB_growth,0.05948870111137566
Inflacion,0.054127726299502674
Plata,0.02895422101577201
Oro,0.027849396015130274
Desempleo,0.015384746818091839
meses_sin_cambio,0.012619880091141383
