,importancia
delta_tipo_lag1,0.34703986687938665
OIS_taylor,0.12173124132162565
VIX,0.11464653170079417
Oro,0.07565155534063782
brecha_taylor,0.05686319614080079
PIB_growth,0.05627930209351773
Desempleo,0.04824062916590258
Plata,0.04772637152852946
PIBpc_growth,0.04641019045806831
Inflacion,0.04359700597899752
Gas,0.04181410939173931
meses_sin_cambio,0.0
